gene	A01	A03	A06	A07	A08	D36_SCC	D39_SCC	D42_SCC	D44_SCC	E57_SCC	
Smim11	23	39	139	26	10	5	25	7	7	73	
Smim15	81	41	328	59	45	29	374	73	39	288	
Smim14	130	138	297	204	101	52	238	22	11	47	
Smim19	14	13	37	26	1	6	63	7	4	4	
Smim18	0	0	1	0	0	0	0	0	7	0	
Ik	95	71	841	230	100	35	398	43	32	145	
Gpcpd1	175	61	233	68	84	40	119	79	26	104	
Gm15085	0	0	0	0	0	0	0	0	0	0	
Gm15080	0	0	0	0	0	0	0	0	0	0	
Arl11	15	0	4	5	10	6	8	5	8	7	
Arl10	33	8	60	28	2	17	7	11	1	0	
Arl15	145	64	307	74	108	21	125	28	29	78	
Arl14	0	0	2	0	14	0	3	5	4	2	
Tcp11	0	0	1	0	5	56	16	37	26	15	
Arl16	34	3	45	18	9	6	29	75	28	18	
Shisa4	0	14	1	2	0	8	1	21	7	0	
Prl3a1	0	0	0	0	0	0	0	4	2	10	
Shisa7	1	3	7	6	2	36	35	82	66	13	
Wbscr25	9	9	18	0	0	51	79	49	39	13	
Wbscr27	23	0	42	17	1	27	116	61	22	68	
Wbscr22	35	12	68	27	16	0	94	14	9	23	
4933409G03Rik	0	0	5	1	0	2	0	9	10	2	
Wbscr28	2	1	0	2	4	20	5	13	2	1	
Caml	73	22	37	39	4	0	16	28	17	6	
Pira11	0	0	0	0	0	0	0	0	0	0	
Plxna3	11	4	48	4	45	21	72	56	38	135	
Plxna2	371	190	1055	313	185	153	172	142	71	165	
Plxna1	1411	760	2992	1313	832	177	1067	204	133	697	
Aktip	147	113	385	150	117	26	223	37	27	127	
Plxna4	444	206	877	348	252	61	98	143	83	37	
Pard3b	171	158	735	269	113	103	212	107	60	47	
Usp27x	2	15	20	0	18	31	36	37	10	6	
Pip	0	0	0	0	0	2	5	3	0	0	
Guca2a	0	0	17	0	0	1	4	1	0	1	
Pir	32	12	120	61	19	3	85	16	6	41	
Ccdc94	5	9	5	3	14	13	46	41	23	19	
Ccdc96	17	7	87	11	10	14	31	57	18	11	
Ccdc97	140	57	225	106	22	70	151	84	58	90	
Ccdc91	88	19	252	38	13	29	155	39	22	37	
Ccdc92	53	22	69	37	36	7	25	41	28	41	
Ccdc93	64	56	449	90	71	79	137	100	30	29	
Psmb9	39	1	59	6	12	1	11	15	7	2	
Psmb8	129	52	194	61	12	24	129	39	11	168	
Psmb7	39	18	119	32	46	10	86	30	10	205	
Psmb6	77	10	239	36	5	23	90	34	27	115	
Psmb5	13	6	54	20	13	57	66	16	11	61	
Psmb4	57	72	139	27	27	26	155	26	28	54	
Psmb3	28	27	109	58	37	12	43	31	22	64	
Psmb2	60	17	120	71	29	0	106	20	14	134	
Psmb1	162	12	308	158	71	19	293	31	17	92	
Zfp799	80	50	230	50	29	55	156	133	73	26	
Zfp790	62	44	313	55	28	8	131	38	11	12	
Zfp791	7	0	18	0	2	20	34	20	15	95	
Acadm	111	107	541	142	36	47	284	57	31	126	
Trib1	99	41	268	69	81	122	194	66	55	116	
Trib2	348	120	576	213	112	32	303	84	69	206	
Trib3	3	19	41	17	1	2	4	26	19	6	
Prex2	1763	1009	6326	1519	672	179	437	141	71	163	
Prex1	259	149	524	94	51	25	59	116	49	56	
1700017B05Rik	63	20	123	132	21	65	71	58	73	87	
4930480M12Rik	0	0	0	0	0	0	0	2	0	1	
Hist1h2ap	0	0	0	0	0	0	0	0	0	0	
Hist1h2ao	0	0	0	1	2	0	0	3	0	0	
Hist1h2an	7	15	0	0	0	0	0	3	1	2	
Llph	19	30	132	42	15	22	88	40	19	136	
Hist1h2ah	0	0	4	0	0	6	1	2	0	0	
Hist1h2ak	7	0	15	3	2	2	5	17	5	35	
Zfp423	21	2	72	9	10	40	63	62	28	37	
Hist1h2ae	0	0	0	5	0	0	29	2	1	15	
Hist1h2ad	0	0	2	0	2	0	0	4	0	5	
Hist1h2ag	1	1	1	0	0	1	4	6	2	75	
Hist1h2af	3	0	15	0	4	5	7	1	0	100	
Gm16062	2	0	0	0	0	0	3	5	1	2	
Gm16063	0	0	0	0	0	7	5	12	5	6	
Hist1h2ac	0	11	7	0	0	0	1	3	0	16	
Hist1h2ab	0	0	49	6	6	0	3	9	1	16	
Wfdc9	0	0	0	0	0	0	0	0	6	2	
Wfdc8	0	4	0	2	1	32	19	38	28	4	
Wfdc1	20	13	100	4	2	16	8	6	21	5	
Smoc2	14	47	81	9	50	1	17	22	18	43	
Smoc1	0	1	14	9	46	23	24	42	24	12	
Wfdc2	205	142	670	277	186	50	1044	133	122	233	
Wfdc5	3	5	0	0	1	23	26	25	13	28	
Nicn1	121	70	189	44	28	32	49	35	27	27	
Coro1b	100	52	299	121	40	33	162	43	20	216	
Coro1c	501	358	916	547	321	135	609	148	88	469	
Coro1a	96	22	155	48	27	11	35	49	11	16	
Srpx2	9	7	1	6	11	20	14	28	12	49	
Gm4724	0	0	0	0	0	0	0	0	0	0	
Slc25a35	21	17	71	49	12	50	49	36	24	152	
Slc25a34	7	10	10	7	5	7	2	38	20	4	
Slc25a37	404	82	866	237	198	23	275	58	33	151	
Slc25a36	124	43	398	113	47	10	142	32	23	37	
Slc25a31	0	0	1	0	3	1	4	3	1	0	
Slc25a30	19	15	25	4	7	17	110	24	15	144	
Slc25a33	51	7	99	9	3	2	57	19	2	12	
Slc25a32	23	1	101	25	12	6	68	13	5	4	
Slc25a39	216	58	244	133	66	11	229	31	39	112	
Slc25a38	32	11	87	3	11	9	32	8	8	31	
Uvssa	133	5	217	172	11	43	139	99	52	76	
2900060B14Rik	221	155	358	253	182	54	185	254	109	269	
Rpl39l	0	0	3	0	0	0	0	6	4	2	
1700034E13Rik	0	0	0	0	0	0	0	11	2	0	
Gm21949	0	0	0	0	0	0	0	0	0	0	
Gm21944	0	0	0	0	0	0	1	2	0	0	
Gm21943	0	0	0	0	0	0	0	0	0	0	
Eno1	37	48	37	21	4	16	152	29	19	222	
Eno2	12	3	9	12	11	30	63	25	28	49	
Mrgpra9	0	0	1	0	0	7	14	11	10	6	
Mir329	0	0	0	0	0	0	0	0	0	0	
Mir328	0	0	0	0	0	0	0	0	0	0	
Mir327	0	0	0	0	0	0	0	0	0	0	
Mrgpra3	0	0	1	0	1	0	1	8	8	0	
Mir325	0	0	0	0	0	0	0	0	0	0	
Mrgpra1	0	0	0	0	0	20	3	11	12	2	
Mir323	0	0	0	0	0	0	0	0	0	0	
Mir322	0	0	0	0	0	0	0	0	0	0	
Mrgpra4	2	1	0	1	5	17	5	26	20	3	
Mir320	0	0	0	0	0	0	0	0	0	0	
Srsf5	524	170	962	436	286	42	882	117	90	199	
Srsf4	108	64	244	48	34	34	89	76	30	184	
Srsf7	255	93	608	182	61	37	189	45	20	188	
Srsf6	184	86	633	177	82	53	488	76	50	240	
Srsf1	521	306	1079	464	367	158	970	146	57	447	
Srsf3	407	64	863	285	276	82	500	108	65	399	
Srsf2	189	56	280	56	119	31	258	54	41	165	
Srsf9	142	88	261	87	66	22	166	20	7	108	
1700001J11Rik	0	0	1	0	0	8	5	9	17	6	
Dhtkd1	15	3	27	1	10	10	16	41	17	4	
9030404E10Rik	5	0	30	1	0	2	12	8	2	1	
2310009B15Rik	0	0	25	0	0	1	23	3	4	6	
Hcn1	4	14	11	7	11	69	36	88	50	9	
Hcn3	2	7	2	14	7	23	20	31	28	7	
Hcn2	0	1	5	0	16	15	10	32	29	12	
Hcn4	7	1	7	17	11	59	35	58	45	12	
Ldlrad1	4	28	4	8	4	1	10	12	1	0	
Ldlrad2	2	4	3	1	1	19	34	42	38	2	
Ldlrad3	98	54	201	91	108	39	90	39	25	11	
Ldlrad4	148	61	217	125	49	10	70	42	21	28	
Mageb16-ps1	8	4	13	5	7	49	71	213	90	33	
Psg22	1	1	0	0	0	2	1	19	7	5	
Rgmb	139	40	115	198	92	17	25	30	8	46	
Rgma	81	25	153	44	57	47	65	92	38	68	
Prkci	425	170	1183	387	222	273	532	101	73	633	
Prkch	213	60	574	87	46	19	267	64	15	130	
Gm9054	0	0	0	0	0	0	0	6	0	0	
Prkca	53	70	321	51	62	27	66	132	87	63	
2310057J18Rik	0	0	1	0	0	3	2	5	13	2	
Prkcb	769	492	953	1016	530	193	347	241	94	317	
Prkce	440	129	878	401	171	40	157	132	51	125	
Prkcd	445	150	836	369	63	36	609	96	66	328	
Prkcg	65	55	105	44	33	58	69	74	34	6	
Stap2	86	3	66	11	8	5	103	34	23	89	
Stap1	2	0	6	0	16	1	6	4	5	2	
Prkcz	75	76	322	57	31	108	96	98	49	96	
Tom1l2	178	78	606	287	81	80	351	74	46	83	
Tom1l1	36	26	303	33	17	42	182	31	28	18	
Umad1	35	6	50	4	4	3	86	11	16	14	
Prkcq	44	17	90	3	5	4	20	25	17	7	
Gm5925	0	0	0	0	0	1	0	8	4	0	
Zic4	3	1	3	0	1	6	6	22	15	2	
Zic5	1	1	3	1	0	9	20	39	36	17	
Zic2	0	1	0	0	5	16	17	18	13	8	
Zic3	0	3	2	0	1	4	28	20	15	3	
Zic1	4505	4472	4268	7599	3432	829	1112	458	379	2301	
4930480E11Rik	0	0	0	6	0	7	3	8	1	0	
Kcnh7	2	0	0	0	2	32	6	44	14	0	
Cdv3	280	78	708	247	58	118	582	216	123	417	
Cstad	0	0	0	14	0	0	2	20	6	6	
Homer1	52	11	123	73	36	26	39	47	14	54	
Fhad1os1	0	0	0	0	1	26	2	11	2	0	
Homer3	59	2	147	53	6	21	27	52	17	49	
Homer2	45	69	94	10	11	42	114	91	51	6	
Zc3h11a	354	149	1266	258	155	116	688	141	83	232	
Ncapd2	42	15	92	17	28	7	54	44	40	174	
Ncapd3	73	21	206	91	17	19	27	73	31	84	
0610009L18Rik	20	0	21	0	0	25	17	11	1	2	
Rrm2	6	0	6	39	29	8	39	19	21	47	
Rrm1	92	4	250	67	5	17	403	74	24	130	
Nlrp1a	23	63	13	9	12	137	137	210	170	46	
Twistnb	31	1	223	108	1	4	104	24	15	5	
Csta1	0	2	7	0	7	15	68	13	6	159	
Apoo-ps	0	0	0	0	0	0	0	0	0	0	
1700012B07Rik	2	1	2	1	0	8	2	25	16	3	
Gm8096	0	0	3	0	0	1	1	12	7	0	
Sema7a	160	33	265	74	43	15	109	34	24	19	
Gm1123	0	0	0	0	0	1	0	0	0	0	
A630095N17Rik	1	0	0	0	0	8	0	8	2	9	
Prrc2c	1869	907	5203	1458	748	370	2119	471	340	1146	
Prrc2b	1334	656	3672	1217	676	151	1792	369	213	1199	
Prrc2a	1160	348	2602	1020	402	253	1795	262	151	678	
Pdcd6ip	458	243	1731	796	161	146	1140	218	100	838	
Fam183b	19	5	56	14	5	0	1	4	4	1	
Txnl4a	167	50	362	99	87	55	200	122	71	156	
Txnl4b	43	0	11	26	4	15	27	35	19	15	
Srsf11	166	42	1095	117	39	51	455	48	29	350	
Srsf10	381	131	733	288	170	19	314	113	80	357	
1500004A13Rik	41	3	3	12	5	54	24	101	43	11	
Srsf12	9	0	1	7	1	9	15	45	18	1	
2410003L11Rik	1	0	0	0	0	1	0	2	1	0	
Cypt9	0	0	0	0	0	0	0	0	0	0	
Cypt8	0	0	0	0	0	0	0	0	0	0	
Cypt1	0	0	0	0	0	0	0	0	0	0	
Cypt3	0	0	0	0	0	15	2	8	2	0	
Cypt2	1	0	2	0	1	0	7	20	5	5	
Cypt4	0	0	0	0	0	0	0	1	0	0	
Cypt7	0	0	0	0	0	0	0	0	0	0	
Mir5129	0	0	0	0	0	0	0	0	0	0	
Tead3	34	31	148	44	25	34	148	40	26	74	
Tead2	38	0	94	14	6	11	56	36	16	48	
Tead1	1708	1093	3833	2521	948	371	1481	214	106	349	
Tead4	66	15	177	65	6	29	95	31	38	102	
Trerf1	52	15	132	26	14	69	160	120	63	89	
Azin1	438	204	1377	458	109	88	376	68	65	217	
Azin2	7	22	31	2	1	41	17	17	7	38	
Kmt2c	1010	431	2958	880	366	202	841	276	169	662	
Kmt2b	403	158	555	221	129	223	736	238	141	224	
Kmt2a	932	513	2614	937	440	377	1071	396	269	1041	
Kmt2e	1056	507	2746	939	462	278	971	226	154	514	
Kmt2d	2755	1314	5995	2881	1060	696	2895	621	373	1695	
Rilpl1	54	30	251	26	41	23	63	58	40	21	
Rilpl2	3	0	27	25	0	4	0	28	10	6	
Gm5113	6	2	9	47	1	10	37	44	19	3	
Gm5111	0	0	0	0	0	10	0	7	4	0	
Slc35f5	136	24	286	102	79	23	171	13	17	47	
Slc35f4	1	0	0	1	3	0	1	22	5	1	
E330011O21Rik	0	0	0	0	0	0	0	5	5	0	
Slc35f6	52	29	124	74	29	31	86	65	27	116	
Slc35f1	283	97	261	200	135	23	32	66	44	120	
Slc35f3	0	0	1	2	1	13	6	21	14	3	
Slc35f2	0	0	27	1	0	15	46	26	13	4	
Pcyt1a	173	147	485	234	141	54	259	108	50	181	
Vat1	345	183	869	324	194	76	337	127	89	205	
4930453N24Rik	33	52	155	75	8	4	81	27	10	90	
4930519F09Rik	4	7	8	11	34	188	112	300	151	48	
Gm21002	0	0	0	0	0	0	0	0	0	0	
Gm20751	0	0	1	5	0	13	5	13	14	2	
Gm20750	178	117	85	229	104	75	24	61	32	53	
Gm20753	334	80	299	189	78	24	40	50	25	89	
Gm20752	8	2	2	2	2	10	32	153	52	9	
Gm20755	0	0	1	0	0	18	4	8	7	1	
Gm20754	0	0	0	0	0	0	2	0	0	0	
Gm20757	0	1	0	0	0	0	0	7	3	5	
Gm20756	0	2	0	2	0	1	1	6	3	0	
Gm20759	0	0	0	0	0	0	1	3	0	0	
Gm20758	0	4	0	0	1	40	4	44	16	7	
Phkb	125	40	504	92	75	13	93	37	19	50	
Gls	311	189	624	145	87	101	521	131	59	481	
Gm6760	0	0	0	0	0	0	0	8	1	0	
Topbp1	65	27	212	102	27	26	162	56	37	29	
Tcea2	5	7	2	0	0	0	2	17	9	2	
Tcea3	16	16	70	2	21	5	12	20	3	4	
Tcea1	309	81	570	142	88	29	252	73	48	260	
Lppr5	2	0	2	0	2	20	7	30	13	4	
Lppr4	209	110	232	265	112	58	86	119	65	67	
Lppr3	11	4	16	31	7	44	19	80	64	29	
Lppr2	18	3	60	0	8	16	11	30	16	8	
Lppr1	0	0	1	4	0	13	4	20	22	4	
Dctpp1	7	8	8	23	0	0	19	12	9	2	
Ocm	0	0	0	0	0	0	0	5	5	0	
Mpv17	88	43	258	78	70	111	143	210	78	87	
Marco	9	1	6	13	2	4	87	21	9	0	
Pdilt	1	0	2	1	0	2	7	20	6	0	
Inpp5a	228	150	800	288	71	32	77	38	19	49	
Inpp5b	60	58	556	167	75	30	116	65	35	80	
Inpp5d	227	57	487	43	72	36	111	80	32	154	
Inpp5e	102	23	107	92	15	16	98	66	25	34	
Inpp5f	64	50	214	14	7	19	63	37	44	63	
Ran	185	66	342	156	53	128	321	112	47	387	
Inpp5j	0	2	18	4	17	14	20	43	42	17	
Inpp5k	181	144	293	143	50	16	190	45	16	59	
Snord35a	331	330	247	401	242	307	699	664	490	1314	
Snord35b	44	50	42	69	37	49	84	62	42	186	
Mcpt4	0	1	3	4	0	12	1	9	16	3	
Il34	7	20	57	30	11	1	27	17	2	19	
Mcpt1	0	0	1	8	0	3	13	48	4	60	
Il33	163	52	828	103	40	104	385	92	68	138	
Mcpt2	0	0	1	1	1	14	8	40	4	4	
Eny2	51	32	83	42	29	6	76	25	12	65	
Mcpt9	1	0	0	0	0	3	14	33	7	2	
Marc1	0	2	1	1	0	0	0	11	10	0	
Rax	0	0	1	0	0	21	1	5	11	11	
Kat2b	167	71	724	216	77	24	418	63	56	306	
Gpr61	0	3	1	2	3	5	19	46	14	5	
Osbp	257	119	679	206	42	55	553	95	49	132	
Tcta	76	48	83	98	42	12	79	29	13	51	
LOC102636514	0	0	0	0	0	0	0	0	4	0	
2210013O21Rik	27	7	88	17	14	0	50	8	5	3	
Capsl	15	13	87	2	10	6	0	6	0	2	
Crip2	514	223	1338	604	227	61	564	49	28	223	
Syn2	32	10	12	11	4	12	32	58	33	9	
Syn3	61	58	113	92	54	151	109	295	146	89	
Syn1	18	30	12	21	12	47	10	33	17	17	
Tcp10a	0	0	1	0	0	11	1	21	14	2	
Tcp10b	0	0	0	2	0	0	3	5	3	1	
Rtn4r	2	2	3	0	0	34	7	19	9	1	
Synm	531	142	1657	404	310	107	169	136	74	91	
3110062M04Rik	25	29	26	16	2	11	14	50	25	19	
Synb	0	0	0	0	0	0	6	0	0	0	
Sync	13	3	60	12	13	29	64	49	15	10	
C330013E15Rik	2	0	0	1	0	1	2	16	6	4	
Caps2	2	0	18	0	0	3	2	10	12	1	
Rgp1	210	104	287	282	52	59	304	90	56	153	
2810025M15Rik	14	3	137	32	21	17	23	33	15	14	
Mir376c	0	0	0	0	0	0	0	0	0	0	
Mir376b	0	0	0	0	0	0	0	0	0	0	
Mir376a	0	0	0	0	0	0	0	0	0	0	
Slc22a13b-ps	0	0	0	0	0	0	5	10	6	0	
9230116L04Rik	29	1	4	0	1	28	3	24	21	0	
4930515L03Rik	0	0	0	0	0	0	0	1	0	0	
Pdxk	454	247	340	515	245	90	391	123	91	162	
Rbak	5	8	141	12	3	25	57	52	22	29	
Nrn1l	0	0	0	0	1	1	7	9	3	0	
Tars2	62	39	120	26	30	48	97	71	49	55	
Platr9	1	2	1	0	0	21	16	31	20	5	
Platr8	0	0	0	0	0	9	0	6	6	2	
Platr7	0	0	0	0	0	11	1	19	15	0	
Platr5	0	1	4	0	1	3	3	11	5	2	
Platr4	0	0	0	1	1	7	18	46	25	5	
Shq1	17	0	41	7	54	9	39	18	25	23	
Ndufc1	15	9	132	14	25	9	38	10	4	1	
Ndufc2	31	12	229	6	29	9	65	23	8	81	
Arhgap17	133	42	267	77	23	81	131	41	48	120	
Arhgap15	79	4	63	9	1	16	17	29	26	2	
Arhgap12	159	25	498	98	40	39	309	71	46	117	
Arhgap10	80	45	144	107	25	23	114	49	26	163	
Arhgap18	79	80	367	85	33	31	89	59	17	35	
Arhgap19	20	28	52	20	8	48	85	48	40	100	
H2-L	0	0	0	0	0	0	0	0	0	0	
Catsperd	0	0	7	0	2	9	4	21	8	12	
Mir127	0	0	0	0	0	0	0	0	0	0	
Dedd	47	70	67	48	40	1	54	37	18	37	
Catsperb	0	1	0	0	1	3	3	16	6	3	
Mir122	0	0	0	0	0	0	0	0	0	0	
A630095E13Rik	0	0	0	0	0	0	0	2	0	0	
Sertm1	3	1	1	0	1	21	5	66	30	2	
Prmt8	8	0	5	3	0	6	2	7	10	6	
Exoc3l4	7	26	43	17	6	32	25	41	30	0	
Ash1l	931	458	2714	895	319	267	1371	273	148	787	
Catsper4	0	0	1	0	0	2	4	28	13	0	
Catsper1	1	6	1	2	1	28	22	77	46	20	
Tefm	1	0	13	7	0	1	25	7	5	3	
Catsper3	1	0	0	2	2	2	4	28	12	4	
Gpr162	5	1	3	0	0	15	3	29	29	13	
Gpr160	1	3	39	2	6	16	18	11	20	12	
Gpr161	0	0	17	1	0	24	5	30	17	3	
Nbeal1	788	292	2383	717	354	102	790	140	74	387	
Nbeal2	200	98	233	129	44	160	499	128	68	221	
Gpr165	30	47	37	95	42	36	34	30	14	27	
Nsun3	13	21	44	30	7	23	51	99	49	35	
Nsun2	105	41	323	129	71	60	283	76	62	197	
Nsun5	6	4	83	0	1	10	27	24	6	79	
Nsun4	83	31	119	7	46	9	30	33	22	4	
Nsun7	2	12	6	1	1	31	22	44	21	30	
Nsun6	52	8	74	8	2	12	20	27	11	6	
A730085K08Rik	0	0	0	1	0	36	3	4	0	1	
Prmt5	88	10	182	16	21	27	68	50	27	84	
Suox	36	4	130	65	15	45	92	43	23	120	
Pan3	545	137	1126	277	212	44	669	73	40	381	
Pan2	131	31	71	30	5	19	94	45	19	32	
Eef1a1	4433	1930	9168	3095	1900	834	8745	1214	555	4127	
Eef1a2	13	4	185	15	22	1	13	23	5	11	
Il1f9	7	42	3	18	3	104	60	193	98	28	
Il1f8	0	0	0	0	0	0	0	1	1	0	
Golga7b	42	24	54	42	23	8	22	61	28	20	
Il1f6	0	0	0	0	0	1	0	12	0	8	
Il1f5	0	1	1	0	0	0	2	20	15	1	
LOC101055863	0	0	0	0	0	0	0	0	0	0	
Ttc21a	58	51	195	32	92	10	7	55	18	12	
Gnl3	8	14	145	7	3	8	85	28	10	48	
Gnl2	52	10	288	31	47	73	148	39	19	49	
Gnl1	33	17	162	40	5	28	94	36	24	20	
Gm10377	0	2	0	0	0	61	0	1	7	0	
AI450353	20	14	32	7	2	29	61	44	25	37	
Gm10371	2	4	15	2	8	15	3	19	7	37	
Gm10373	0	0	0	0	0	0	13	0	0	0	
Gvin1	0	0	0	0	0	0	0	0	0	0	
Zar1	1	1	3	2	1	0	3	9	0	6	
Stmn1-rs1	14	7	51	9	0	2	5	17	14	5	
Lin37	45	0	45	8	12	2	18	36	12	52	
Zfp354c	22	37	27	55	4	9	28	40	27	5	
Zfp354b	3	15	7	2	2	5	12	17	6	1	
Zfp354a	7	0	0	0	1	14	6	21	16	3	
E330021D16Rik	1	0	2	0	0	29	0	17	5	3	
Exog	27	12	80	26	8	72	57	49	22	6	
2410017I17Rik	0	0	0	0	0	4	0	4	3	0	
Gm15471	0	0	0	0	0	0	0	5	3	1	
Tada2a	27	1	71	18	3	3	33	13	10	4	
Tada2b	87	43	220	104	72	34	106	82	45	20	
Exo1	4	5	6	0	2	22	16	62	47	1	
Mlana	0	0	1	2	5	0	9	8	3	0	
Exo5	70	25	42	3	24	4	21	35	25	46	
Bsdc1	143	76	413	36	102	39	92	52	19	115	
A230070E04Rik	0	0	2	0	0	8	4	18	8	6	
Cobl	170	91	564	190	73	139	346	119	78	89	
Olfr926	0	0	0	0	1	2	8	1	0	0	
Olfr924	0	0	0	0	1	5	3	5	0	0	
Olfr923	1	0	0	0	1	9	3	6	1	1	
Olfr922	0	0	1	0	0	0	0	0	7	0	
Olfr921	0	0	0	0	0	3	5	2	4	3	
Olfr920	0	23	10	25	0	4	4	10	8	4	
Plau	15	46	88	12	16	27	60	58	22	137	
Plat	87	68	368	21	24	35	181	53	45	235	
Dnajb13	31	0	17	2	3	17	7	36	15	7	
Dnajb12	107	19	310	24	52	11	123	47	28	51	
Dnajb11	142	39	423	67	59	66	215	46	50	201	
Dnajb14	37	4	136	71	24	6	21	24	8	12	
Plaa	119	85	281	72	36	67	172	46	15	152	
Mov10l1	0	2	0	2	3	3	3	30	13	1	
Vash2	5	1	1	2	8	30	9	44	48	2	
Vash1	404	144	587	182	192	105	250	172	110	171	
Gm15292	0	1	0	0	0	5	0	2	0	0	
Gm15293	0	0	0	0	0	0	0	0	0	0	
Gm15299	0	0	0	0	0	0	0	0	0	0	
1700065J11Rik	0	0	1	0	0	0	1	2	0	1	
Tpd52l2	106	50	343	70	91	59	198	60	23	282	
Tpd52l1	3	1	0	1	3	5	33	12	1	24	
Tsnax	167	75	502	105	51	25	256	53	13	131	
Upf2	89	102	656	70	159	37	293	104	44	105	
Il6	0	0	2	0	0	0	0	10	2	0	
Il7	20	11	32	14	6	8	11	23	9	4	
Il4	0	0	0	0	0	4	0	10	3	0	
Il5	0	0	0	2	0	1	1	12	0	0	
Il2	0	0	0	0	0	0	0	11	5	0	
Snf8	35	35	139	27	42	8	53	27	10	39	
Il9	0	0	2	0	0	0	0	3	0	0	
2810403A07Rik	113	57	257	101	60	41	267	52	29	95	
A230072E10Rik	1	16	3	0	6	11	33	84	45	7	
Speer3	0	0	0	0	0	7	1	17	5	15	
Speer2	0	0	1	1	2	2	2	11	5	9	
Speer1	0	0	0	1	0	1	10	30	19	7	
1300017J02Rik	0	0	0	0	0	0	4	10	4	0	
Rbl1	67	10	223	86	53	30	181	70	39	104	
Rbl2	298	83	925	138	67	31	198	68	38	91	
Ces2a	0	5	0	0	0	1	16	17	12	7	
Ilk	143	54	548	338	50	32	186	47	17	183	
Fam136a	59	6	132	3	24	20	97	17	24	112	
Serpinb3d	0	0	0	0	0	0	0	5	0	2	
Serpinb3c	1	0	0	0	0	2	0	4	5	0	
Serpinb3b	0	0	0	0	0	16	1	11	2	0	
Serpinb3a	0	3	0	0	0	1	3	15	11	0	
4632404H12Rik	35	9	25	23	16	48	54	101	46	50	
Mtf1	119	63	270	100	69	44	130	105	55	93	
Skida1	19	22	24	15	19	27	62	85	56	35	
Mtf2	44	29	314	30	55	19	181	61	25	69	
Mcoln2	2	0	2	3	2	4	9	37	10	18	
Sh2d3c	131	69	317	73	29	14	21	54	13	20	
Vezf1	257	142	1169	372	270	68	485	86	54	257	
Aars2	14	17	4	11	19	11	13	16	11	14	
4930404I05Rik	1	2	0	0	0	14	0	3	4	7	
Kin	26	5	104	10	4	5	52	25	11	25	
Nop9	24	4	41	25	2	13	46	40	38	75	
Cenpn	0	1	22	2	3	11	56	27	15	24	
Cenpm	0	4	8	0	0	10	4	12	22	5	
Cenpl	0	0	0	1	1	2	14	25	9	16	
Cenpk	3	1	3	0	2	61	3	6	10	0	
Cenpj	9	1	75	16	12	68	7	38	23	19	
Cenpi	5	0	5	0	0	1	22	23	3	12	
Cenph	0	0	2	0	0	2	3	10	0	6	
Cenpf	30	10	62	19	6	87	151	239	104	195	
Cenpe	9	1	26	1	2	38	161	78	45	250	
Nop2	18	8	114	22	0	23	57	61	27	60	
Cenpb	511	196	952	326	227	82	686	135	97	395	
Cenpa	21	0	19	52	1	3	8	23	3	108	
Cenpw	5	0	1	0	20	0	0	4	5	14	
Cenpv	25	3	17	1	6	1	26	7	4	6	
Cenpu	1	0	15	1	1	3	18	22	19	10	
Cenpt	9	10	20	11	4	8	16	7	8	38	
Cenpq	14	1	23	2	0	3	15	17	5	0	
Cenpp	3	0	0	3	0	0	2	6	4	9	
9530062K07Rik	0	1	0	1	0	2	0	15	3	3	
Gm4559	0	0	0	0	0	3	0	0	0	0	
Gm3020	0	0	0	0	0	0	0	0	0	0	
Idh2	121	115	520	49	84	7	383	49	27	109	
Idh1	145	37	476	225	220	56	466	66	35	170	
Ccdc28b	39	0	14	4	0	16	8	11	9	9	
Ythdf2	133	65	402	169	59	46	413	85	23	214	
Ythdf1	87	9	384	69	59	41	139	42	14	36	
Ccdc28a	25	3	16	0	4	4	5	15	13	4	
Olfr118	1	4	0	0	0	0	9	10	2	0	
Olfr119	0	0	0	2	0	9	4	10	4	0	
Olfr116	0	0	0	0	0	0	1	3	0	0	
Olfr117	0	0	0	0	0	0	0	1	0	3	
Olfr114	0	0	0	1	1	0	0	3	0	0	
Olfr115	0	0	1	2	1	2	6	8	1	0	
Olfr112	0	1	0	3	0	11	6	14	7	1	
Olfr113	0	0	0	0	0	4	0	4	7	0	
Olfr110	0	0	0	1	0	4	0	3	0	0	
Olfr111	4	0	14	0	4	0	18	1	0	0	
2410016O06Rik	81	7	35	72	2	41	26	34	32	15	
Ruvbl1	24	14	256	32	24	44	43	63	17	109	
Ruvbl2	38	10	189	40	55	23	74	43	13	84	
Ptpdc1	23	15	130	4	14	56	29	27	13	10	
1700010I02Rik	364	249	385	414	148	48	103	101	39	190	
Leo1	11	5	227	20	6	2	28	39	23	91	
Slc9a4	29	2	70	7	11	33	68	70	42	6	
Ptpn23	377	106	690	370	285	188	382	219	143	253	
Ptpn20	0	1	0	0	2	3	0	15	11	3	
Ptpn21	210	97	551	162	55	69	219	106	57	90	
Slc9a1	168	119	347	141	61	77	302	124	44	154	
Slc9a2	8	2	15	18	0	9	9	28	17	7	
Slc9a3	0	1	0	0	2	4	5	19	22	10	
Slc9a8	45	11	94	23	16	18	47	66	32	71	
Slc9a9	49	6	139	54	13	18	93	45	24	7	
A930012L18Rik	7	24	19	4	9	6	12	36	25	13	
Cyp4f37	0	0	0	0	0	3	3	33	11	3	
Cyp4f39	4	1	29	1	1	18	38	30	13	12	
